feature,mean_feature_importance,sd_feature_importance,min_feature_importance,max_feature_importance,rank
embedding_std_775,0.0006324797985094577,7.652967419673792e-05,0.0005595614177192283,0.0007245887270794042,244
embedding_std_705,0.0006315402818573432,8.313966042232817e-05,0.0004993966873195524,0.0007247216678835195,245
embedding_std_570,0.0006271628510636519,0.00016337009869423315,0.0004955323970745982,0.0009109024022613084,246
embedding_mean_611,0.0006214925592225881,8.90183970032247e-05,0.0005286996555198237,0.0007287283464344902,247
embedding_mean_347,0.0006206953342958767,9.807952122323927e-05,0.0005098497607892462,0.0007103701473054085,248
embedding_mean_425,0.0006193294197910828,4.770346729340059e-05,0.0005373206296649755,0.0006625265015885998,249
embedding_std_610,0.0006162231344516405,0.000181205032901754,0.0004212201516820517,0.0008893648799269824,250
embedding_std_908,0.0006135213446700887,0.00010725106567039164,0.00045584328018627256,0.0007223585697433048,251
embedding_std_587,0.0006125913810440931,6.026872079973522e-05,0.0005351882717999251,0.0006992406364448934,252
embedding_mean_408,0.000611825956799167,0.00012814023339253745,0.0004270748723174672,0.0007788510484261124,253
embedding_mean_749,0.0006084883394770059,0.00016396202850115483,0.0004014495834010091,0.0008297408046090343,254
embedding_mean_969,0.0006057452211046761,0.0001543440356584895,0.0004507815397093903,0.0008048416347706144,255
embedding_std_633,0.0006054495241371875,7.222396780876904e-05,0.0005453467923065549,0.0007243391649514161,256
embedding_mean_757,0.0006038829178278844,0.00046113905382964637,0.00022381340639556063,0.0012909184755293286,257
embedding_std_1006,0.0005984288910281577,0.0002139657616202496,0.0003150051342674936,0.0008582210714399234,258
embedding_mean_245,0.0005938212743492546,0.0001841345646674722,0.00038664095927744995,0.0008127437752166044,259
embedding_mean_426,0.000593305220260298,8.041265453005788e-05,0.0004739632108796219,0.0006978674474274043,260
embedding_std_978,0.0005919066878953525,0.0001390379267227177,0.0004016803947447587,0.0007636074210351084,261
embedding_std_478,0.0005905934772375609,0.00015082621784272247,0.0003613037256388516,0.0007694167793073272,262
embedding_std_1015,0.000587539705787832,0.0002336308777549769,0.00043268105013914216,0.0009829964408590243,263
embedding_mean_659,0.0005847001139212486,0.00017089537384570438,0.0003755364569536756,0.0008150001961403861,264
