image_id,ExG_P20_disease_pct,genotype,score_A,score_B,human_score
2360_LeafPhotoA_2025-09-08 11_30_29.114,1.72,PI656096,3,NA,3
2361_LeafPhotoA_2025-09-08 11_30_43.974,3.22,PI595720,3.5,NA,3.5
2361_LeafPhotoA_2025-09-08 11_30_56.521,0.02,PI595720,3,NA,3
2361_LeafPhotoA_2025-09-08 11_31_12.171,0.22,PI595720,3,NA,3
2362_LeafPhotoA_2025-09-08 11_31_30.672,0.15,PI533961,3,NA,3
2362_LeafPhotoA_2025-09-08 11_31_44.910,0.09,PI533961,2.5,NA,2.5
2362_LeafPhotoA_2025-09-08 11_31_59.976,0,PI533961,3,NA,3
2363_LeafPhotoA_2025-09-08 11_32_22.082,0.01,PI534119,1,NA,1
2363_LeafPhotoA_2025-09-08 11_32_32.542,0.08,PI534119,2,NA,2
2363_LeafPhotoA_2025-09-08 11_32_49.077,0,PI534119,1.5,NA,1.5
2364_LeafPhotoA_2025-09-08 11_33_15.177,0.01,PI533932,1,NA,1
2364_LeafPhotoA_2025-09-08 11_33_28.427,0.01,PI533932,1.5,NA,1.5
2364_LeafPhotoA_2025-09-08 11_33_42.776,0.01,PI533932,1.5,NA,1.5
2365_LeafPhotoA_2025-09-08 11_34_01.886,0.32,PI659693,1.5,NA,1.5
2365_LeafPhotoA_2025-09-08 11_34_12.797,0.4,PI659693,3,NA,3
2365_LeafPhotoA_2025-09-08 11_34_28.631,0.21,PI659693,3,NA,3
2366_LeafPhotoA_2025-09-08 11_34_43.010,0.06,SC0618,1.5,NA,1.5
2366_LeafPhotoA_2025-09-08 11_35_02.617,1.68,SC0618,3,NA,3
2366_LeafPhotoA_2025-09-08 11_35_18.114,0.02,SC0618,1.5,NA,1.5
2367_LeafPhotoA_2025-09-08 11_35_37.673,0.14,PI576434,2,NA,2
2367_LeafPhotoA_2025-09-08 11_35_39.850,0.17,PI576434,2.5,NA,2.5
2367_LeafPhotoA_2025-09-08 11_35_51.554,0.46,PI576434,3,NA,3
2367_LeafPhotoA_2025-09-08 11_36_21.785,6.25,PI576434,4,NA,4
2368_LeafPhotoA_2025-09-08 11_36_38.586,0,PI533917,2.5,NA,2.5
2368_LeafPhotoA_2025-09-08 11_36_49.594,0.6,PI533917,3.5,NA,3.5
2368_LeafPhotoA_2025-09-08 11_37_04.057,0.03,PI533917,3,NA,3
2369_LeafPhotoA_2025-09-08 11_37_22.530,0.02,PI656120,2,NA,2
2369_LeafPhotoA_2025-09-08 11_37_47.971,0,PI656120,1.5,NA,1.5
2369_LeafPhotoA_2025-09-08 11_38_04.718,0,PI656120,2.5,NA,2.5
2370_LeafPhotoA_2025-09-08 11_38_28.443,4.08,NA,2.5,NA,2.5
2370_LeafPhotoA_2025-09-08 11_38_41.904,0.61,NA,3,NA,3
2370_LeafPhotoA_2025-09-08 11_38_56.854,0.32,NA,2,2.5,2.25
2371_LeafPhotoA_2025-09-08 11_39_16.529,1.81,PI655990,3.5,NA,3.5
2371_LeafPhotoA_2025-09-08 11_39_40.484,0.2,PI655990,1.5,NA,1.5
2372_LeafPhotoA_2025-09-08 11_41_15.959,4.02,PI533780,3,NA,3
2372_LeafPhotoA_2025-09-08 11_41_28.193,2.37,PI533780,3,NA,3
2372_LeafPhotoA_2025-09-08 11_41_39.021,1.23,PI533780,2.5,NA,2.5
2373_LeafPhotoA_2025-09-08 11_42_29.066,4.84,PI651496,3.5,NA,3.5
2373_LeafPhotoA_2025-09-08 11_42_42.836,0,PI651496,3,NA,3
2373_LeafPhotoA_2025-09-08 11_42_55.886,0,PI651496,2,NA,2
2374_LeafPhotoA_2025-09-08 11_43_28.926,0.53,SC0854,2,NA,2
2374_LeafPhotoA_2025-09-08 11_43_54.221,0.67,SC0854,2.5,NA,2.5
2375_LeafPhotoA_2025-09-08 11_45_20.246,0.14,PI597959,2.5,NA,2.5
2375_LeafPhotoA_2025-09-08 11_45_35.778,0.09,PI597959,2.5,NA,2.5
2375_LeafPhotoA_2025-09-08 11_45_58.952,0.2,PI597959,2.5,NA,2.5
2376_LeafPhotoA_2025-09-08 11_46_17.100,0.93,PI597978,2.5,NA,2.5
2376_LeafPhotoA_2025-09-08 11_46_40.263,1.66,PI597978,3,NA,3
2376_LeafPhotoA_2025-09-08 11_46_53.167,0.76,PI597978,2.5,NA,2.5
2377_LeafPhotoA_2025-09-08 11_47_13.064,9.3,PI533879,3.5,NA,3.5
2377_LeafPhotoA_2025-09-08 11_47_38.946,1.82,PI533879,3,NA,3
2377_LeafPhotoA_2025-09-08 11_47_56.414,0.9,PI533879,3,NA,3
2378_LeafPhotoA_2025-09-08 11_48_15.166,2.37,PI533795,4,NA,4
2378_LeafPhotoA_2025-09-08 11_48_33.407,0.73,PI533795,3.5,NA,3.5
2378_LeafPhotoA_2025-09-08 11_48_47.340,1.79,PI533795,3.5,NA,3.5
2378_LeafPhotoA_2025-09-08 11_48_49.909,1.8,PI533795,4,NA,4
2379_LeafPhotoA_2025-09-08 11_49_30.772,2.19,PI533791,3.5,NA,3.5
2379_LeafPhotoA_2025-09-08 11_49_47.715,1.64,PI533791,2.5,3,2.75
2379_LeafPhotoA_2025-09-08 11_50_06.701,1.38,PI533791,4,NA,4
2380_LeafPhotoA_2025-09-08 11_50_29.744,0.41,PI153844,2.5,NA,2.5
2380_LeafPhotoA_2025-09-08 11_50_42.672,0.1,PI153844,2.5,NA,2.5
2380_LeafPhotoA_2025-09-08 11_50_53.706,0.09,PI153844,2,NA,2
2381_LeafPhotoA_2025-09-08 11_51_08.300,2.19,PI533874,2.5,NA,2.5
2381_LeafPhotoA_2025-09-08 11_51_21.824,0.01,PI533874,1.5,1,1.25
2381_LeafPhotoA_2025-09-08 11_51_50.879,1.11,PI533874,2,2,2
2382_LeafPhotoA_2025-09-08 11_52_08.982,0.02,PI655995,2,NA,2
2382_LeafPhotoA_2025-09-08 11_52_26.421,0.13,PI655995,2,NA,2
2382_LeafPhotoA_2025-09-08 11_52_42.959,0.09,PI655995,2,NA,2
2383_LeafPhotoA_2025-09-08 11_53_15.679,0.06,PI533887,2.5,NA,2.5
2384_LeafPhotoA_2025-09-08 11_54_39.506,0.03,PI534162,2.5,NA,2.5
2384_LeafPhotoA_2025-09-08 11_54_53.539,0.08,PI534162,2,NA,2
2384_LeafPhotoA_2025-09-08 11_55_15.071,0.36,PI534162,2.5,NA,2.5
2385_LeafPhotoA_2025-09-08 11_55_37.754,0.07,PI597944,2,NA,2
