image_path,image_id,plotNumber,environment,block,row,column,genotype,device,estimated_leaf_area,sam3_n_crops,leaf_area_segmentation_method,leaf_area_status
data/externalsourcerequired/ne2025/device3/2162_LeafPhotoA_2025-09-09 11_52_54.057-05_00.jpg,2162_LeafPhotoA_2025-09-09 11_52_54.057,2162,Nebraska2025,2.0,93,5,PI552861,NE3,3553775,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2163_LeafPhotoA_2025-09-09 11_54_41.163-05_00.jpg,2163_LeafPhotoA_2025-09-09 11_54_41.163,2163,Nebraska2025,2.0,92,5,PI576431,NE3,1258371,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2163_LeafPhotoA_2025-09-09 11_54_54.715-05_00.jpg,2163_LeafPhotoA_2025-09-09 11_54_54.715,2163,Nebraska2025,2.0,92,5,PI576431,NE3,2335892,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2163_LeafPhotoA_2025-09-09 11_55_16.653-05_00.jpg,2163_LeafPhotoA_2025-09-09 11_55_16.653,2163,Nebraska2025,2.0,92,5,PI576431,NE3,1915456,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2164_LeafPhotoA_2025-09-09 11_57_07.291-05_00.jpg,2164_LeafPhotoA_2025-09-09 11_57_07.291,2164,Nebraska2025,2.0,91,5,PI576130,NE3,2061570,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2164_LeafPhotoA_2025-09-09 11_57_19.201-05_00.jpg,2164_LeafPhotoA_2025-09-09 11_57_19.201,2164,Nebraska2025,2.0,91,5,PI576130,NE3,2415573,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2164_LeafPhotoA_2025-09-09 11_57_28.700-05_00.jpg,2164_LeafPhotoA_2025-09-09 11_57_28.700,2164,Nebraska2025,2.0,91,5,PI576130,NE3,3870680,3,CV2,ok
data/externalsourcerequired/ne2025/device3/2165_LeafPhotoA_2025-09-09 11_58_06.977-05_00.jpg,2165_LeafPhotoA_2025-09-09 11_58_06.977,2165,Nebraska2025,2.0,90,5,,NE3,2739688,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2165_LeafPhotoA_2025-09-09 11_58_19.089-05_00.jpg,2165_LeafPhotoA_2025-09-09 11_58_19.089,2165,Nebraska2025,2.0,90,5,,NE3,2240343,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2165_LeafPhotoA_2025-09-09 11_58_33.229-05_00.jpg,2165_LeafPhotoA_2025-09-09 11_58_33.229,2165,Nebraska2025,2.0,90,5,,NE3,4346223,3,CV2,ok
data/externalsourcerequired/ne2025/device3/2166_LeafPhotoA_2025-09-09 11_59_53.673-05_00.jpg,2166_LeafPhotoA_2025-09-09 11_59_53.673,2166,Nebraska2025,2.0,89,5,PI597966,NE3,2308218,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2166_LeafPhotoA_2025-09-09 12_00_07.893-05_00.jpg,2166_LeafPhotoA_2025-09-09 12_00_07.893,2166,Nebraska2025,2.0,89,5,PI597966,NE3,2591258,2,CV2,ok
data/externalsourcerequired/ne2025/device3/2166_LeafPhotoA_2025-09-09 12_00_21.661-05_00.jpg,2166_LeafPhotoA_2025-09-09 12_00_21.661,2166,Nebraska2025,2.0,89,5,PI597966,NE3,1763304,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2167_LeafPhotoA_2025-09-09 12_01_16.586-05_00.jpg,2167_LeafPhotoA_2025-09-09 12_01_16.586,2167,Nebraska2025,2.0,88,5,,NE3,3274671,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2167_LeafPhotoA_2025-09-09 12_01_30.774-05_00.jpg,2167_LeafPhotoA_2025-09-09 12_01_30.774,2167,Nebraska2025,2.0,88,5,,NE3,2911158,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2167_LeafPhotoA_2025-09-09 12_01_42.551-05_00.jpg,2167_LeafPhotoA_2025-09-09 12_01_42.551,2167,Nebraska2025,2.0,88,5,,NE3,2107022,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2168_LeafPhotoA_2025-09-09 12_03_43.292-05_00.jpg,2168_LeafPhotoA_2025-09-09 12_03_43.292,2168,Nebraska2025,2.0,87,5,PI595741,NE3,2051700,3,CV2,ok
data/externalsourcerequired/ne2025/device3/2168_LeafPhotoA_2025-09-09 12_03_54.274-05_00.jpg,2168_LeafPhotoA_2025-09-09 12_03_54.274,2168,Nebraska2025,2.0,87,5,PI595741,NE3,2686859,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2168_LeafPhotoA_2025-09-09 12_04_03.294-05_00.jpg,2168_LeafPhotoA_2025-09-09 12_04_03.294,2168,Nebraska2025,2.0,87,5,PI595741,NE3,2023866,2,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_05_00.575-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_05_00.575,2169,Nebraska2025,2.0,86,5,PI534111,NE3,1934462,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_05_10.533-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_05_10.533,2169,Nebraska2025,2.0,86,5,PI534111,NE3,2303955,1,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_05_18.887-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_05_18.887,2169,Nebraska2025,2.0,86,5,PI534111,NE3,3510598,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_05_45.764-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_05_45.764,2169,Nebraska2025,2.0,86,5,PI534111,NE3,3139906,3,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_05_55.711-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_05_55.711,2169,Nebraska2025,2.0,86,5,PI534111,NE3,2482348,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2169_LeafPhotoA_2025-09-09 12_06_08.101-05_00.jpg,2169_LeafPhotoA_2025-09-09 12_06_08.101,2169,Nebraska2025,2.0,86,5,PI534111,NE3,4067077,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2170_LeafPhotoA_2025-09-09 12_08_21.167-05_00.jpg,2170_LeafPhotoA_2025-09-09 12_08_21.167,2170,Nebraska2025,2.0,85,5,PI656094,NE3,2054805,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2170_LeafPhotoA_2025-09-09 12_08_38.735-05_00.jpg,2170_LeafPhotoA_2025-09-09 12_08_38.735,2170,Nebraska2025,2.0,85,5,PI656094,NE3,2439268,2,CV2,ok
data/externalsourcerequired/ne2025/device3/2170_LeafPhotoA_2025-09-09 12_08_50.054-05_00.jpg,2170_LeafPhotoA_2025-09-09 12_08_50.054,2170,Nebraska2025,2.0,85,5,PI656094,NE3,3617263,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2170_LeafPhotoA_2025-09-09 12_08_50.946-05_00.jpg,2170_LeafPhotoA_2025-09-09 12_08_50.946,2170,Nebraska2025,2.0,85,5,PI656094,NE3,4739584,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2171_LeafPhotoA_2025-09-09 12_07_17.437-05_00.jpg,2171_LeafPhotoA_2025-09-09 12_07_17.437,2171,Nebraska2025,2.0,84,5,PI153846,NE3,3176317,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2171_LeafPhotoA_2025-09-09 12_07_31.059-05_00.jpg,2171_LeafPhotoA_2025-09-09 12_07_31.059,2171,Nebraska2025,2.0,84,5,PI153846,NE3,3708856,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2171_LeafPhotoA_2025-09-09 12_07_43.929-05_00.jpg,2171_LeafPhotoA_2025-09-09 12_07_43.929,2171,Nebraska2025,2.0,84,5,PI153846,NE3,3034635,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2171_LeafPhotoA_2025-09-09 12_11_29.526-05_00.jpg,2171_LeafPhotoA_2025-09-09 12_11_29.526,2171,Nebraska2025,2.0,84,5,PI153846,NE3,2256649,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2172_LeafPhotoA_2025-09-09 12_11_45.293-05_00.jpg,2172_LeafPhotoA_2025-09-09 12_11_45.293,2172,Nebraska2025,2.0,83,5,PI534146,NE3,5738114,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2172_LeafPhotoA_2025-09-09 12_11_57.132-05_00.jpg,2172_LeafPhotoA_2025-09-09 12_11_57.132,2172,Nebraska2025,2.0,83,5,PI534146,NE3,3303043,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2173_LeafPhotoA_2025-09-09 12_13_18.928-05_00.jpg,2173_LeafPhotoA_2025-09-09 12_13_18.928,2173,Nebraska2025,2.0,82,5,PI534053,NE3,2461413,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2173_LeafPhotoA_2025-09-09 12_14_11.365-05_00.jpg,2173_LeafPhotoA_2025-09-09 12_14_11.365,2173,Nebraska2025,2.0,82,5,PI534053,NE3,2885017,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2173_LeafPhotoA_2025-09-09 12_14_23.103-05_00.jpg,2173_LeafPhotoA_2025-09-09 12_14_23.103,2173,Nebraska2025,2.0,82,5,PI534053,NE3,2550923,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2174_LeafPhotoA_2025-09-09 12_15_03.048-05_00.jpg,2174_LeafPhotoA_2025-09-09 12_15_03.048,2174,Nebraska2025,2.0,81,5,PI595745,NE3,3576809,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2174_LeafPhotoA_2025-09-09 12_15_14.269-05_00.jpg,2174_LeafPhotoA_2025-09-09 12_15_14.269,2174,Nebraska2025,2.0,81,5,PI595745,NE3,3413278,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2174_LeafPhotoA_2025-09-09 12_15_26.621-05_00.jpg,2174_LeafPhotoA_2025-09-09 12_15_26.621,2174,Nebraska2025,2.0,81,5,PI595745,NE3,3800541,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2175_LeafPhotoA_2025-09-09 12_16_04.953-05_00.jpg,2175_LeafPhotoA_2025-09-09 12_16_04.953,2175,Nebraska2025,2.0,80,5,PI534060,NE3,1666981,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2175_LeafPhotoA_2025-09-09 12_16_18.005-05_00.jpg,2175_LeafPhotoA_2025-09-09 12_16_18.005,2175,Nebraska2025,2.0,80,5,PI534060,NE3,2596223,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2175_LeafPhotoA_2025-09-09 12_19_13.536-05_00.jpg,2175_LeafPhotoA_2025-09-09 12_19_13.536,2175,Nebraska2025,2.0,80,5,PI534060,NE3,2114823,2,CV2,ok
data/externalsourcerequired/ne2025/device3/2176_LeafPhotoA_2025-09-09 12_19_48.658-05_00.jpg,2176_LeafPhotoA_2025-09-09 12_19_48.658,2176,Nebraska2025,2.0,79,5,PI595743,NE3,3209617,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2176_LeafPhotoA_2025-09-09 12_20_00.501-05_00.jpg,2176_LeafPhotoA_2025-09-09 12_20_00.501,2176,Nebraska2025,2.0,79,5,PI595743,NE3,3035342,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2176_LeafPhotoA_2025-09-09 12_20_11.972-05_00.jpg,2176_LeafPhotoA_2025-09-09 12_20_11.972,2176,Nebraska2025,2.0,79,5,PI595743,NE3,1772685,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2177_LeafPhotoA_2025-09-09 12_21_07.287-05_00.jpg,2177_LeafPhotoA_2025-09-09 12_21_07.287,2177,Nebraska2025,2.0,78,5,PI659691,NE3,1852590,3,SAM3,ok
data/externalsourcerequired/ne2025/device3/2177_LeafPhotoA_2025-09-09 12_21_22.406-05_00.jpg,2177_LeafPhotoA_2025-09-09 12_21_22.406,2177,Nebraska2025,2.0,78,5,PI659691,NE3,2672123,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2177_LeafPhotoA_2025-09-09 12_21_32.834-05_00.jpg,2177_LeafPhotoA_2025-09-09 12_21_32.834,2177,Nebraska2025,2.0,78,5,PI659691,NE3,2255750,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2178_LeafPhotoA_2025-09-09 12_22_12.377-05_00.jpg,2178_LeafPhotoA_2025-09-09 12_22_12.377,2178,Nebraska2025,2.0,77,5,PI656118,NE3,1733131,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2178_LeafPhotoA_2025-09-09 12_22_40.647-05_00.jpg,2178_LeafPhotoA_2025-09-09 12_22_40.647,2178,Nebraska2025,2.0,77,5,PI656118,NE3,3009394,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2178_LeafPhotoA_2025-09-09 12_23_02.870-05_00.jpg,2178_LeafPhotoA_2025-09-09 12_23_02.870,2178,Nebraska2025,2.0,77,5,PI656118,NE3,2175828,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2179_LeafPhotoA_2025-09-09 12_23_30.000-05_00.jpg,2179_LeafPhotoA_2025-09-09 12_23_30.000,2179,Nebraska2025,2.0,76,5,PI533919,NE3,2807407,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2179_LeafPhotoA_2025-09-09 12_23_39.813-05_00.jpg,2179_LeafPhotoA_2025-09-09 12_23_39.813,2179,Nebraska2025,2.0,76,5,PI533919,NE3,3677188,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2179_LeafPhotoA_2025-09-09 12_23_49.478-05_00.jpg,2179_LeafPhotoA_2025-09-09 12_23_49.478,2179,Nebraska2025,2.0,76,5,PI533919,NE3,2306382,3,SAM3,ok
data/externalsourcerequired/ne2025/device3/2180_LeafPhotoA_2025-09-09 12_24_28.651-05_00.jpg,2180_LeafPhotoA_2025-09-09 12_24_28.651,2180,Nebraska2025,2.0,75,5,PI576371,NE3,1906878,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2180_LeafPhotoA_2025-09-09 12_24_37.417-05_00.jpg,2180_LeafPhotoA_2025-09-09 12_24_37.417,2180,Nebraska2025,2.0,75,5,PI576371,NE3,2418811,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2180_LeafPhotoA_2025-09-09 12_24_48.677-05_00.jpg,2180_LeafPhotoA_2025-09-09 12_24_48.677,2180,Nebraska2025,2.0,75,5,PI576371,NE3,3249767,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2181_LeafPhotoA_2025-09-09 12_25_24.274-05_00.jpg,2181_LeafPhotoA_2025-09-09 12_25_24.274,2181,Nebraska2025,2.0,74,5,PI533840,NE3,1811628,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2181_LeafPhotoA_2025-09-09 12_25_36.041-05_00.jpg,2181_LeafPhotoA_2025-09-09 12_25_36.041,2181,Nebraska2025,2.0,74,5,PI533840,NE3,0,0,SAM3,failed_segmentation
data/externalsourcerequired/ne2025/device3/2181_LeafPhotoA_2025-09-09 12_25_47.850-05_00.jpg,2181_LeafPhotoA_2025-09-09 12_25_47.850,2181,Nebraska2025,2.0,74,5,PI533840,NE3,3525905,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2182_LeafPhotoA_2025-09-09 12_26_26.340-05_00.jpg,2182_LeafPhotoA_2025-09-09 12_26_26.340,2182,Nebraska2025,2.0,73,5,SC0505,NE3,2683545,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2182_LeafPhotoA_2025-09-09 12_26_51.449-05_00.jpg,2182_LeafPhotoA_2025-09-09 12_26_51.449,2182,Nebraska2025,2.0,73,5,SC0505,NE3,3611397,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2183_LeafPhotoA_2025-09-09 12_27_52.179-05_00.jpg,2183_LeafPhotoA_2025-09-09 12_27_52.179,2183,Nebraska2025,2.0,72,5,PI656038,NE3,2821108,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2183_LeafPhotoA_2025-09-09 12_28_05.907-05_00.jpg,2183_LeafPhotoA_2025-09-09 12_28_05.907,2183,Nebraska2025,2.0,72,5,PI656038,NE3,3050674,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2183_LeafPhotoA_2025-09-09 12_28_17.472-05_00.jpg,2183_LeafPhotoA_2025-09-09 12_28_17.472,2183,Nebraska2025,2.0,72,5,PI656038,NE3,2762777,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_28_52.400-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_28_52.400,2184,Nebraska2025,2.0,71,5,PI595726,NE3,2438083,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_29_02.951-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_29_02.951,2184,Nebraska2025,2.0,71,5,PI595726,NE3,3663862,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_29_11.777-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_29_11.777,2184,Nebraska2025,2.0,71,5,PI595726,NE3,3265997,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_29_38.544-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_29_38.544,2184,Nebraska2025,2.0,71,5,PI595726,NE3,3120227,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_29_50.831-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_29_50.831,2184,Nebraska2025,2.0,71,5,PI595726,NE3,2481054,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2184_LeafPhotoA_2025-09-09 12_30_05.392-05_00.jpg,2184_LeafPhotoA_2025-09-09 12_30_05.392,2184,Nebraska2025,2.0,71,5,PI595726,NE3,3466895,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2185_LeafPhotoA_2025-09-09 12_31_57.613-05_00.jpg,2185_LeafPhotoA_2025-09-09 12_31_57.613,2185,Nebraska2025,2.0,70,5,PI533760,NE3,2459761,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2185_LeafPhotoA_2025-09-09 12_32_08.628-05_00.jpg,2185_LeafPhotoA_2025-09-09 12_32_08.628,2185,Nebraska2025,2.0,70,5,PI533760,NE3,3577554,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2185_LeafPhotoA_2025-09-09 12_32_19.175-05_00.jpg,2185_LeafPhotoA_2025-09-09 12_32_19.175,2185,Nebraska2025,2.0,70,5,PI533760,NE3,3413028,4,SAM3,ok
data/externalsourcerequired/ne2025/device3/2186_LeafPhotoA_2025-09-09 12_31_03.766-05_00.jpg,2186_LeafPhotoA_2025-09-09 12_31_03.766,2186,Nebraska2025,2.0,69,5,PI533794,NE3,3652773,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2186_LeafPhotoA_2025-09-09 12_31_18.903-05_00.jpg,2186_LeafPhotoA_2025-09-09 12_31_18.903,2186,Nebraska2025,2.0,69,5,PI533794,NE3,2553165,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2186_LeafPhotoA_2025-09-09 12_31_28.944-05_00.jpg,2186_LeafPhotoA_2025-09-09 12_31_28.944,2186,Nebraska2025,2.0,69,5,PI533794,NE3,3332722,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2187_LeafPhotoA_2025-09-09 12_32_57.938-05_00.jpg,2187_LeafPhotoA_2025-09-09 12_32_57.938,2187,Nebraska2025,2.0,68,5,,NE3,1886280,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2187_LeafPhotoA_2025-09-09 12_33_18.243-05_00.jpg,2187_LeafPhotoA_2025-09-09 12_33_18.243,2187,Nebraska2025,2.0,68,5,,NE3,2205549,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2187_LeafPhotoA_2025-09-09 12_33_30.247-05_00.jpg,2187_LeafPhotoA_2025-09-09 12_33_30.247,2187,Nebraska2025,2.0,68,5,,NE3,2730807,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2188_LeafPhotoA_2025-09-09 12_34_26.464-05_00.jpg,2188_LeafPhotoA_2025-09-09 12_34_26.464,2188,Nebraska2025,2.0,67,5,SC0777,NE3,5189321,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2188_LeafPhotoA_2025-09-09 12_34_35.986-05_00.jpg,2188_LeafPhotoA_2025-09-09 12_34_35.986,2188,Nebraska2025,2.0,67,5,SC0777,NE3,2527735,4,CV2,ok
data/externalsourcerequired/ne2025/device3/2188_LeafPhotoA_2025-09-09 12_34_49.357-05_00.jpg,2188_LeafPhotoA_2025-09-09 12_34_49.357,2188,Nebraska2025,2.0,67,5,SC0777,NE3,3275163,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2189_LeafPhotoA_2025-09-08 17_18_00.620-05_00.jpg,2189_LeafPhotoA_2025-09-08 17_18_00.620,2189,Nebraska2025,2.0,66,5,PI276837,NE6,3729915,3,CV2,ok
data/externalsourcerequired/ne2025/device6/2189_LeafPhotoA_2025-09-08 17_18_33.881-05_00.jpg,2189_LeafPhotoA_2025-09-08 17_18_33.881,2189,Nebraska2025,2.0,66,5,PI276837,NE6,4511542,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2189_LeafPhotoA_2025-09-08 17_18_50.308-05_00.jpg,2189_LeafPhotoA_2025-09-08 17_18_50.308,2189,Nebraska2025,2.0,66,5,PI276837,NE6,4734528,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2190_LeafPhotoA_2025-09-08 17_16_58.120-05_00.jpg,2190_LeafPhotoA_2025-09-08 17_16_58.120,2190,Nebraska2025,2.0,65,5,PI534127,NE6,3168067,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2190_LeafPhotoA_2025-09-08 17_17_16.502-05_00.jpg,2190_LeafPhotoA_2025-09-08 17_17_16.502,2190,Nebraska2025,2.0,65,5,PI534127,NE6,2738662,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/2190_LeafPhotoA_2025-09-08 17_17_36.101-05_00.jpg,2190_LeafPhotoA_2025-09-08 17_17_36.101,2190,Nebraska2025,2.0,65,5,PI534127,NE6,2570938,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/2191_LeafPhotoA_2025-09-08 17_16_00.546-05_00.jpg,2191_LeafPhotoA_2025-09-08 17_16_00.546,2191,Nebraska2025,2.0,64,5,PI533974,NE6,3521029,3,CV2,ok
data/externalsourcerequired/ne2025/device6/2191_LeafPhotoA_2025-09-08 17_16_22.623-05_00.jpg,2191_LeafPhotoA_2025-09-08 17_16_22.623,2191,Nebraska2025,2.0,64,5,PI533974,NE6,3718989,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2191_LeafPhotoA_2025-09-08 17_16_36.659-05_00.jpg,2191_LeafPhotoA_2025-09-08 17_16_36.659,2191,Nebraska2025,2.0,64,5,PI533974,NE6,3291762,3,CV2,ok
data/externalsourcerequired/ne2025/device6/2192_LeafPhotoA_2025-09-08 17_13_32.965-05_00.jpg,2192_LeafPhotoA_2025-09-08 17_13_32.965,2192,Nebraska2025,2.0,63,5,PI656084,NE6,4043939,3,CV2,ok
data/externalsourcerequired/ne2025/device6/2192_LeafPhotoA_2025-09-08 17_13_50.279-05_00.jpg,2192_LeafPhotoA_2025-09-08 17_13_50.279,2192,Nebraska2025,2.0,63,5,PI656084,NE6,3707183,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2192_LeafPhotoA_2025-09-08 17_14_08.265-05_00.jpg,2192_LeafPhotoA_2025-09-08 17_14_08.265,2192,Nebraska2025,2.0,63,5,PI656084,NE6,4490549,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2193_LeafPhotoA_2025-09-08 17_12_26.199-05_00.jpg,2193_LeafPhotoA_2025-09-08 17_12_26.199,2193,Nebraska2025,2.0,62,5,PI597962,NE6,6375557,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2193_LeafPhotoA_2025-09-08 17_12_46.303-05_00.jpg,2193_LeafPhotoA_2025-09-08 17_12_46.303,2193,Nebraska2025,2.0,62,5,PI597962,NE6,2412484,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2193_LeafPhotoA_2025-09-08 17_13_09.464-05_00.jpg,2193_LeafPhotoA_2025-09-08 17_13_09.464,2193,Nebraska2025,2.0,62,5,PI597962,NE6,2140580,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/2194_LeafPhotoA_2025-09-08 17_11_09.444-05_00.jpg,2194_LeafPhotoA_2025-09-08 17_11_09.444,2194,Nebraska2025,2.0,61,5,PI533953,NE6,3364906,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2194_LeafPhotoA_2025-09-08 17_11_29.841-05_00.jpg,2194_LeafPhotoA_2025-09-08 17_11_29.841,2194,Nebraska2025,2.0,61,5,PI533953,NE6,3152917,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2194_LeafPhotoA_2025-09-08 17_11_43.452-05_00.jpg,2194_LeafPhotoA_2025-09-08 17_11_43.452,2194,Nebraska2025,2.0,61,5,PI533953,NE6,3278728,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2195_LeafPhotoA_2025-09-08 17_10_01.848-05_00.jpg,2195_LeafPhotoA_2025-09-08 17_10_01.848,2195,Nebraska2025,2.0,60,5,PI595712,NE6,3483810,2,CV2,ok
data/externalsourcerequired/ne2025/device6/2195_LeafPhotoA_2025-09-08 17_10_30.408-05_00.jpg,2195_LeafPhotoA_2025-09-08 17_10_30.408,2195,Nebraska2025,2.0,60,5,PI595712,NE6,4228527,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2195_LeafPhotoA_2025-09-08 17_10_49.615-05_00.jpg,2195_LeafPhotoA_2025-09-08 17_10_49.615,2195,Nebraska2025,2.0,60,5,PI595712,NE6,3578554,1,CV2,ok
data/externalsourcerequired/ne2025/device6/2196_LeafPhotoA_2025-09-08 17_09_05.011-05_00.jpg,2196_LeafPhotoA_2025-09-08 17_09_05.011,2196,Nebraska2025,2.0,59,5,PI534077,NE6,2351683,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2196_LeafPhotoA_2025-09-08 17_09_20.396-05_00.jpg,2196_LeafPhotoA_2025-09-08 17_09_20.396,2196,Nebraska2025,2.0,59,5,PI534077,NE6,2115373,2,CV2,ok
data/externalsourcerequired/ne2025/device6/2196_LeafPhotoA_2025-09-08 17_09_39.608-05_00.jpg,2196_LeafPhotoA_2025-09-08 17_09_39.608,2196,Nebraska2025,2.0,59,5,PI534077,NE6,2091531,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2197_LeafPhotoA_2025-09-08 17_07_18.265-05_00.jpg,2197_LeafPhotoA_2025-09-08 17_07_18.265,2197,Nebraska2025,2.0,58,5,PI595713,NE6,2967654,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2197_LeafPhotoA_2025-09-08 17_07_37.038-05_00.jpg,2197_LeafPhotoA_2025-09-08 17_07_37.038,2197,Nebraska2025,2.0,58,5,PI595713,NE6,5018440,4,CV2,ok
data/externalsourcerequired/ne2025/device6/2197_LeafPhotoA_2025-09-08 17_08_13.372-05_00.jpg,2197_LeafPhotoA_2025-09-08 17_08_13.372,2197,Nebraska2025,2.0,58,5,PI595713,NE6,2579487,1,CV2,ok
data/externalsourcerequired/ne2025/device6/2198_LeafPhotoA_2025-09-08 17_06_35.180-05_00.jpg,2198_LeafPhotoA_2025-09-08 17_06_35.180,2198,Nebraska2025,2.0,57,5,PI534074,NE6,1857958,0,CV2,failed_cropping
data/externalsourcerequired/ne2025/device6/2198_LeafPhotoA_2025-09-08 17_06_49.676-05_00.jpg,2198_LeafPhotoA_2025-09-08 17_06_49.676,2198,Nebraska2025,2.0,57,5,PI534074,NE6,3163449,4,CV2,ok
